id,yr,worry_cchange,prezjob_envt,prezjob_energy,govprotect,envt1,envt2,econ_v_envt,engy_v_envt,envworry_toxicwst,envworry_radioactivity,gw_understand,gw_serious,gw_laws_econ,fracking,energyserious,energy_shortage,solution_conserv,nucfav,nucsafe,nucfav_area,fav_nuclear,fav_openland,fav_mandateC02,fav_solar,fav_altfuel,fav_mandateC02bus,fav_engylimits,fav_coal,emph_coal,emph_oil,emph_ngas,emph_wind,emph_solar,emph_nuclear,favor_reduce_fossil,envdone_vote,envdone_reduce,envdone_petition,envdone_stocks,envtrust_congress,envtrust_reps,envtrust_dems,pay100more,environmentalist,econ1,econ2,arealive_rec,age,educ,party,jobtype,religion,nucfav_binary,nuclear_target
100309,2017,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally exaggerated,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,24.0,College Grad only,Republican,,Protestant,,1
100310,2017,,Poor job,Poor job,About the right amount,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Oppose,Not at all serious,,Emphasize more conservation by consumers,,,,Oppose,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,,Some college,Lean Democratic,,Protestant,,0
100311,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,Equal Priority (VOL),"Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,47.0,College Grad only,Lean Democratic,,Protestant,,0
100312,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,31.0,College Grad only,Democrat,,Catholic,,0
100313,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,41.0,Post-grad,Lean Democratic,,Mennonite/Amish,,0
100314,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,58.0,Post-grad,Democrat,,Protestant,,0
100315,2017,,Fair/Mixed (VOL),Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,DK,Not at all serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,56.0,Some college,Democrat,,Other Christian,,0
100316,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Not at all serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"Yes, Have Done",,,,,,,,Suburb of Big/Small City,35.0,College Grad only,Lean Democratic,,Catholic,,0
100317,2017,,DK,Poor job,About the right amount,Only Fair,Same (VOL),DK,Neither/Other (VOL),,,Fairly well,Generally underestimated,,DK,DK,,,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,74.0,HS or Less,Democrat,,Protestant,,0
100318,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Favor,Fairly serious,,Emphasize more conservation by consumers,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,25.0,College Grad only,Lean Democratic,,,,1
100319,2017,,Poor job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Oppose,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,36.0,Post-grad,Lean Democratic,,Protestant,,1
100320,2017,,Good job,Good job,Too much,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Very serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,62.0,College Grad only,Republican,,Catholic,,1
100321,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,71.0,Some college,Democrat,,Protestant,,0
100322,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Very serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"Yes, Have Done",,,,,,,,Big/Small City,55.0,Post-grad,Democrat,,Protestant,,0
100323,2017,,Good job,Good job,Too little,Only Fair,Getting Better,DK,Both Equally (VOL),,,Not very well,Gennerally correct,,Favor,Fairly serious,,,,,,Favor,DK,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,67.0,HS or Less,Republican,,Protestant,,1
100324,2017,,Good job,Good job,About the right amount,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,DK,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,69.0,Some college,Lean Republican,,Catholic,,1
100325,2017,,Poor job,Poor job,Too little,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Gennerally correct,,Oppose,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,63.0,Some college,Democrat,,Protestant,,0
100326,2017,,Good job,Poor job,Too little,Poor,Getting Worse,REF,Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,32.0,Some college,"Independent, no lean",,Other Christian,,0
100328,2017,,Poor job,Poor job,Too little,Poor,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Very serious,,Emphasize more conservation by consumers,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,31.0,Some college,Democrat,,,,0
100329,2017,,Poor job,Poor job,About the right amount,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Favor,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,69.0,Post-grad,Lean Democratic,,Protestant,,0
100330,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Very serious,,Emphasize more conservation by consumers,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,27.0,Some college,Democrat,,Other,,1
100331,2017,,Poor job,Poor job,About the right amount,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,45.0,HS or Less,Democrat,,Protestant,,1
100332,2017,,Poor job,Good job,About the right amount,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Not at all serious,,Emphasize more conservation by consumers,,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,52.0,Some college,Lean Republican,,Protestant,,1
100333,2017,,Good job,Good job,About the right amount,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,64.0,College Grad only,Lean Democratic,,Mormon,,1
100334,2017,,Good job,Good job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Favor,Very serious,,,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,65.0,Some college,Republican,,Protestant,,0
100335,2017,,Good job,Good job,Too much,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally exaggerated,,Oppose,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,32.0,College Grad only,"Independent, no lean",,Protestant,,1
100336,2017,,Good job,Good job,About the right amount,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,45.0,College Grad only,Lean Republican,,Buddhism,,1
100337,2017,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Gennerally correct,,Oppose,Not at all serious,,Emphasize more conservation by consumers,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,36.0,Post-grad,Democrat,,,,1
100338,2017,,Poor job,Poor job,Too little,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Favor,Not at all serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,41.0,College Grad only,Democrat,,,,1
100339,2017,,Poor job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Favor,Not at all serious,,,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,73.0,Some college,Lean Republican,,Other Christian,,0
100340,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,63.0,HS or Less,Republican,,Catholic,,0
100341,2017,,Good job,Good job,DK,Good,Getting Worse,DK,"Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,DK,,Favor,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,40.0,HS or Less,Lean Democratic,,Protestant,,0
100342,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,43.0,Post-grad,Democrat,,Catholic,,0
100343,2017,,Good job,Good job,Too much,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Favor,Not at all serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,51.0,Some college,Republican,,Protestant,,1
100344,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,DK,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,61.0,HS or Less,Democrat,,Protestant,,0
100345,2017,,Good job,Good job,About the right amount,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,,,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,91.0,HS or Less,Republican,,Protestant,,1
100346,2017,,Poor job,Poor job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Gennerally correct,,Oppose,Fairly serious,,,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,DK/REF,44.0,Some college,Lean Democratic,,REF,,0
100347,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally exaggerated,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,36.0,HS or Less,Republican,,Protestant,,0
100348,2017,,Poor job,Good job,About the right amount,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,DK,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,63.0,HS or Less,Democrat,,Protestant,,1
100349,2017,,Poor job,Fair/Mixed (VOL),About the right amount,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Not very well,Gennerally correct,,Oppose,DK,,,,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,44.0,College Grad only,Lean Republican,,Catholic,,1
100350,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,51.0,Post-grad,Lean Democratic,,DK,,0
100351,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Not at all serious,,,,,,Oppose,Oppose,,Oppose,,,,,,,,,,,,,,,"Yes, Have Done",,,,,,,,Town/Rural Area,72.0,Post-grad,Democrat,,REF,,0
100352,2017,,Good job,Good job,About the right amount,Good,Same (VOL),Equal Priority (VOL),REF,,,Fairly well,Generally exaggerated,,Favor,Fairly serious,,,,,,Oppose,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,,College Grad only,Lean Republican,,REF,,0
100354,2017,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"Yes, Have Done",,,,,,,,Big/Small City,27.0,College Grad only,Lean Democratic,,,,0
100355,2017,,Fair/Mixed (VOL),Good job,About the right amount,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Oppose,Not at all serious,,Neither/Other (VOL),,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,37.0,Some college,Lean Republican,,,,0
100356,2017,,Good job,Good job,Too much,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Very serious,,,,,,Oppose,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,63.0,Some college,Republican,,Protestant,,0
100357,2017,,Poor job,Poor job,About the right amount,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,64.0,Some college,Democrat,,Catholic,,1
100358,2017,,Good job,Poor job,Too much,Excellent,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally exaggerated,,Oppose,Not at all serious,,Emphasize more conservation by consumers,,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,21.0,Some college,"Independent, no lean",,Mormon,,1
100359,2017,,Good job,Good job,Too much,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Fairly serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,61.0,Some college,Republican,,Protestant,,1
100360,2017,,Poor job,Poor job,About the right amount,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Not very well,Generally underestimated,,Favor,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,51.0,HS or Less,Lean Democratic,,Other Christian,,1
100361,2017,,Good job,Good job,Too much,Good,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Favor,Not at all serious,,Neither/Other (VOL),,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,79.0,Some college,"Independent, no lean",,Protestant,,1
100362,2017,,Good job,Poor job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,DK,Very serious,,,,,,Oppose,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,85.0,HS or Less,Republican,,Protestant,,0
100363,2017,,Good job,Poor job,About the right amount,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Oppose,Very serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,42.0,College Grad only,Republican,,Catholic,,1
100365,2017,,Good job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,,,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,60.0,Post-grad,Republican,,Protestant,,1
100366,2017,,Good job,Good job,Too much,Excellent,Getting Better,Equal Priority (VOL),Both Equally (VOL),,,Very well,Generally exaggerated,,Favor,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,71.0,College Grad only,Republican,,Protestant,,1
100367,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Very well,Generally underestimated,,Oppose,Very serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,18.0,HS or Less,Lean Democratic,,,,0
100368,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Favor,Very serious,,Emphasize more conservation by consumers,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,75.0,Post-grad,Democrat,,Other Non-Christian,,1
100369,2017,,Poor job,Good job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Not at all serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,68.0,College Grad only,Democrat,,,,0
100371,2017,,Poor job,Fair/Mixed (VOL),Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,69.0,Some college,Democrat,,Protestant,,0
100374,2017,,Good job,REF,Too much,Good,REF,Equal Priority (VOL),Both Equally (VOL),,,Fairly well,Gennerally correct,,Oppose,Not at all serious,,Both Equally (VOL),,,,Favor,Favor,,DK,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,59.0,Some college,Republican,,Other Christian,,1
100375,2017,,Good job,Good job,Too much,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,34.0,Some college,Lean Republican,,Buddhism,,1
100376,2017,,Poor job,Poor job,Too little,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Oppose,Not at all serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,27.0,College Grad only,Democrat,,,,0
100377,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Very serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,62.0,Some college,Democrat,,Other Christian,,0
100378,2017,,Poor job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Fairly well,Generally underestimated,,Favor,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,DK/REF,25.0,Some college,,,REF,,0
100379,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,DK,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,65.0,College Grad only,Democrat,,,,1
100380,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Not very well,Generally exaggerated,,Favor,Not at all serious,,Emphasize more conservation by consumers,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,34.0,HS or Less,Democrat,,Catholic,,0
100381,2017,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,65.0,Some college,Democrat,,Catholic,,0
100382,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Oppose,Not at all serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,58.0,Post-grad,Democrat,,Protestant,,0
100383,2017,,Good job,Poor job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Oppose,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,75.0,Some college,Lean Republican,,Catholic,,1
100384,2017,,Good job,Good job,Too little,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Not at all,Generally exaggerated,,Oppose,Not at all serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,51.0,Some college,Lean Republican,,Catholic,,1
100385,2017,,Good job,Good job,REF,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Gennerally correct,,Favor,Very serious,,Emphasize more conservation by consumers,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,74.0,Some college,Democrat,,Protestant,,0
100386,2017,,Good job,Good job,Too little,Poor,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally exaggerated,,Oppose,Very serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,32.0,Some college,Republican,,,,0
